support_id,region_id,support_date,program,education_level,age_group,sex,completed,employment_outcome
1013,10,2024-03-01,Employer matching,Lower secondary,35-44,Male,Yes,Employed
1014,6,2024-09-01,Language course,Upper secondary,25-34,Male,No,Training
1015,2,2023-09-01,Employer matching,Doctorate,55+,Male,Yes,Employed
1016,1,2025-06-01,Employer matching,Doctorate,25-34,Female,Yes,Employed
1017,10,2022-10-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
1018,1,2023-05-01,CV workshop,Upper secondary,45-54,Female,No,Still unemployed
1019,1,2025-10-01,Employer matching,Bachelor,45-54,Male,Yes,Still unemployed
1020,8,2025-03-01,Job placement,Bachelor,25-34,Female,Yes,Training
1021,2,2022-04-01,Language course,Master,18-24,Male,Yes,Employed
1022,6,2022-11-01,CV workshop,Bachelor,35-44,Male,Yes,Still unemployed
1023,2,2025-03-01,Job placement,Bachelor,35-44,Female,No,Employed
1024,10,2024-03-01,Employer matching,Doctorate,45-54,Female,Yes,Employed
1025,2,2025-02-01,Skills training,Upper secondary,18-24,Female,Yes,Employed
1026,3,2023-07-01,CV workshop,Master,45-54,Male,No,Employed
1027,3,2025-02-01,Language course,Doctorate,25-34,Male,Yes,Employed
1028,4,2024-10-01,Language course,Upper secondary,25-34,Male,Yes,Still unemployed
1029,4,2024-03-01,Skills training,Upper secondary,35-44,Male,Yes,Employed
1030,7,2024-05-01,Language course,Upper secondary,45-54,Female,No,Still unemployed
1031,5,2022-03-01,Skills training,Master,25-34,Male,No,Employed
1032,7,2025-02-01,Language course,Bachelor,18-24,Male,Yes,Employed
1033,6,2024-06-01,Job placement,Bachelor,35-44,Male,No,Still unemployed
1034,4,2022-12-01,Job placement,Bachelor,35-44,Female,Yes,Employed
1035,9,2022-05-01,Job placement,Bachelor,55+,Female,Yes,Training
1036,2,2025-07-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
1037,9,2023-10-01,Job placement,Lower secondary,35-44,Female,Yes,Training
1038,1,2023-04-01,Job placement,Upper secondary,45-54,Male,Yes,Still unemployed
1039,6,2025-06-01,Job placement,Doctorate,25-34,Male,Yes,Still unemployed
1040,1,2022-04-01,Employer matching,Master,18-24,Male,Yes,Still unemployed
1041,6,2025-07-01,Job placement,Upper secondary,35-44,Female,Yes,Still unemployed
1042,4,2023-07-01,Skills training,Upper secondary,35-44,Female,No,Employed
1043,2,2025-02-01,Employer matching,Bachelor,45-54,Female,No,Employed
1044,3,2022-02-01,CV workshop,Bachelor,25-34,Female,Yes,Employed
1045,5,2025-01-01,Job placement,Lower secondary,25-34,Female,No,Employed
1046,1,2024-08-01,Job placement,Lower secondary,18-24,Male,Yes,Employed
1047,5,2025-07-01,Job placement,Bachelor,35-44,Male,Yes,Employed
1048,7,2022-10-01,CV workshop,Bachelor,25-34,Male,No,Still unemployed
1049,3,2022-06-01,Skills training,Bachelor,35-44,Female,Yes,Employed
1050,4,2024-12-01,Skills training,Upper secondary,35-44,Male,No,Training
1051,5,2024-09-01,Language course,Bachelor,25-34,Male,Yes,Still unemployed
1052,6,2025-08-01,Language course,Bachelor,18-24,Female,Yes,Still unemployed
1053,7,2025-02-01,Skills training,Upper secondary,35-44,Male,No,Still unemployed
1054,9,2024-05-01,Employer matching,Lower secondary,35-44,Female,No,Employed
1055,8,2025-04-01,Language course,Bachelor,25-34,Female,Yes,Employed
1056,4,2024-08-01,Skills training,Bachelor,35-44,Female,Yes,Employed
1057,9,2022-08-01,CV workshop,Upper secondary,55+,Male,Yes,Training
1058,3,2023-09-01,Employer matching,Upper secondary,55+,Male,Yes,Employed
1059,8,2022-11-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
1060,3,2022-05-01,Skills training,Master,45-54,Female,Yes,Employed
1061,4,2022-08-01,Job placement,Doctorate,45-54,Female,Yes,Still unemployed
1062,1,2023-09-01,Job placement,Bachelor,35-44,Male,Yes,Still unemployed
1063,9,2024-04-01,CV workshop,Upper secondary,25-34,Female,No,Still unemployed
1064,3,2023-08-01,CV workshop,Bachelor,25-34,Male,Yes,Employed
1065,1,2025-11-01,Language course,Doctorate,45-54,Female,Yes,Training
1066,10,2023-07-01,Language course,Master,35-44,Male,No,Training
1067,10,2023-12-01,Skills training,Lower secondary,45-54,Male,Yes,Employed
1068,2,2024-06-01,Language course,Bachelor,55+,Male,Yes,Employed
1069,9,2022-11-01,CV workshop,Upper secondary,25-34,Male,No,Employed
1070,4,2024-01-01,Language course,Upper secondary,45-54,Female,Yes,Employed
1071,8,2022-11-01,CV workshop,Bachelor,18-24,Female,Yes,Employed
1072,2,2025-08-01,Job placement,Master,25-34,Male,Yes,Employed
1073,1,2023-10-01,Language course,Bachelor,25-34,Male,No,Still unemployed
1074,1,2025-01-01,Job placement,Bachelor,55+,Female,No,Employed
1075,8,2023-10-01,Language course,Upper secondary,55+,Female,No,Still unemployed
1076,4,2024-11-01,CV workshop,Doctorate,35-44,Female,Yes,Training
1077,2,2022-07-01,Language course,Upper secondary,35-44,Female,Yes,Employed
1078,9,2025-08-01,CV workshop,Upper secondary,25-34,Male,Yes,Employed
1079,4,2023-03-01,Language course,Doctorate,45-54,Male,Yes,Employed
1080,1,2023-12-01,Job placement,Bachelor,45-54,Female,Yes,Training
1081,9,2025-01-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
1082,7,2025-09-01,CV workshop,Master,18-24,Male,Yes,Still unemployed
1083,7,2024-02-01,CV workshop,Bachelor,18-24,Male,No,Still unemployed
1084,1,2023-08-01,Employer matching,Master,45-54,Male,Yes,Training
1085,2,2023-11-01,Employer matching,Bachelor,35-44,Female,Yes,Employed
1086,8,2023-02-01,CV workshop,Master,25-34,Male,No,Still unemployed
1087,8,2023-07-01,Language course,Master,35-44,Female,Yes,Still unemployed
1088,10,2025-02-01,Employer matching,Bachelor,25-34,Male,Yes,Employed
1089,9,2024-10-01,Skills training,Master,35-44,Male,No,Still unemployed
1090,3,2025-03-01,Skills training,Upper secondary,35-44,Female,Yes,Training
1091,6,2023-03-01,Employer matching,Lower secondary,35-44,Female,Yes,Employed
1092,5,2023-08-01,CV workshop,Lower secondary,25-34,Female,No,Still unemployed
1093,5,2022-05-01,CV workshop,Upper secondary,55+,Female,Yes,Training
1094,6,2024-07-01,Job placement,Bachelor,45-54,Female,Yes,Employed
1095,9,2024-10-01,Language course,Lower secondary,18-24,Male,Yes,Still unemployed
1096,3,2025-06-01,Language course,Bachelor,35-44,Male,Yes,Training
1097,6,2025-07-01,Skills training,Doctorate,35-44,Female,Yes,Employed
1098,1,2022-02-01,Language course,Bachelor,35-44,Male,No,Employed
1099,6,2022-09-01,Employer matching,Bachelor,18-24,Male,Yes,Employed
1100,1,2025-01-01,Job placement,Doctorate,35-44,Female,Yes,Employed
1101,9,2023-11-01,CV workshop,Upper secondary,35-44,Female,No,Still unemployed
1102,4,2023-05-01,Employer matching,Upper secondary,18-24,Male,No,Employed
1103,3,2023-10-01,Language course,Doctorate,25-34,Female,Yes,Training
1104,3,2025-09-01,Language course,Upper secondary,35-44,Male,Yes,Employed
1105,3,2025-11-01,Job placement,Master,18-24,Male,Yes,Employed
1106,6,2022-07-01,Employer matching,Upper secondary,55+,Male,Yes,Employed
1107,4,2024-08-01,Job placement,Bachelor,35-44,Female,Yes,Still unemployed
1108,1,2024-07-01,CV workshop,Master,35-44,Female,No,Employed
1109,2,2023-09-01,Skills training,Doctorate,25-34,Female,Yes,Employed
1110,7,2025-01-01,Skills training,Lower secondary,18-24,Female,Yes,Employed
1111,4,2022-10-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
1112,2,2022-07-01,Language course,Upper secondary,18-24,Male,Yes,Still unemployed
1113,7,2023-05-01,Employer matching,Bachelor,45-54,Female,Yes,Training
1114,1,2025-07-01,Skills training,Upper secondary,25-34,Female,No,Still unemployed
1115,7,2022-02-01,Employer matching,Upper secondary,35-44,Female,Yes,Employed
1116,3,2023-08-01,Language course,Bachelor,25-34,Female,No,Still unemployed
1117,6,2024-06-01,Skills training,Master,25-34,Female,Yes,Employed
1118,7,2022-02-01,CV workshop,Doctorate,55+,Female,No,Employed
1119,5,2023-02-01,Skills training,Upper secondary,55+,Female,Yes,Employed
1120,2,2024-08-01,Language course,Doctorate,18-24,Female,Yes,Employed
1121,8,2025-02-01,CV workshop,Upper secondary,45-54,Female,Yes,Employed
1122,8,2022-01-01,Employer matching,Master,18-24,Female,Yes,Employed
1123,3,2024-09-01,Employer matching,Master,35-44,Female,No,Employed
1124,7,2025-10-01,CV workshop,Upper secondary,45-54,Female,Yes,Training
1125,1,2023-12-01,Skills training,Doctorate,25-34,Female,Yes,Employed
1126,4,2024-01-01,CV workshop,Lower secondary,35-44,Male,Yes,Employed
1127,9,2025-03-01,Employer matching,Master,35-44,Female,No,Training
1128,1,2025-07-01,Job placement,Bachelor,25-34,Female,Yes,Employed
1129,4,2023-03-01,Employer matching,Lower secondary,45-54,Female,Yes,Employed
1130,10,2024-09-01,CV workshop,Upper secondary,35-44,Female,Yes,Still unemployed
1131,5,2024-11-01,Employer matching,Bachelor,45-54,Male,Yes,Employed
1132,3,2025-10-01,Language course,Upper secondary,18-24,Male,No,Employed
1133,8,2023-09-01,CV workshop,Doctorate,25-34,Female,Yes,Employed
1134,7,2024-03-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
1135,5,2023-07-01,CV workshop,Bachelor,45-54,Male,Yes,Employed
1136,7,2023-04-01,Job placement,Bachelor,45-54,Female,Yes,Still unemployed
1137,8,2023-05-01,Job placement,Bachelor,25-34,Male,Yes,Employed
1138,6,2022-04-01,Employer matching,Upper secondary,45-54,Male,Yes,Still unemployed
1139,2,2024-12-01,Language course,Bachelor,45-54,Male,Yes,Employed
1140,6,2023-01-01,Job placement,Master,35-44,Female,No,Still unemployed
1141,9,2024-05-01,Skills training,Upper secondary,18-24,Female,No,Still unemployed
1142,3,2025-08-01,CV workshop,Lower secondary,35-44,Female,No,Employed
1143,1,2023-09-01,Employer matching,Doctorate,25-34,Male,Yes,Still unemployed
1144,6,2025-12-01,Language course,Master,25-34,Male,Yes,Employed
1145,4,2022-03-01,Job placement,Bachelor,45-54,Female,Yes,Training
1146,9,2022-02-01,Skills training,Master,55+,Female,Yes,Employed
1147,7,2023-05-01,Language course,Doctorate,35-44,Male,Yes,Still unemployed
1148,8,2023-01-01,Language course,Upper secondary,25-34,Female,No,Still unemployed
1149,5,2025-02-01,Job placement,Upper secondary,25-34,Female,No,Training
1150,3,2022-10-01,Employer matching,Bachelor,18-24,Female,Yes,Employed
1151,7,2025-04-01,CV workshop,Bachelor,18-24,Male,Yes,Employed
1152,8,2024-01-01,Job placement,Master,18-24,Female,Yes,Employed
1153,3,2022-12-01,Employer matching,Bachelor,35-44,Male,Yes,Training
1154,7,2023-11-01,Skills training,Lower secondary,25-34,Male,Yes,Employed
1155,10,2024-07-01,Job placement,Lower secondary,18-24,Female,No,Training
1156,5,2025-12-01,Employer matching,Master,55+,Male,Yes,Employed
1157,3,2022-04-01,Employer matching,Bachelor,35-44,Male,Yes,Employed
1158,5,2023-05-01,Skills training,Lower secondary,35-44,Female,Yes,Training
1159,5,2023-10-01,Job placement,Bachelor,35-44,Female,Yes,Employed
1160,6,2024-05-01,Job placement,Bachelor,55+,Female,Yes,Still unemployed
1161,7,2025-07-01,Job placement,Bachelor,35-44,Male,No,Employed
1162,8,2025-03-01,Employer matching,Master,18-24,Male,Yes,Employed
1163,8,2024-01-01,Language course,Upper secondary,35-44,Female,Yes,Still unemployed
1164,7,2022-01-01,Job placement,Master,25-34,Male,Yes,Employed
1165,7,2022-12-01,Language course,Upper secondary,55+,Male,No,Employed
1166,9,2025-02-01,Skills training,Bachelor,25-34,Female,Yes,Training
1167,3,2023-12-01,Language course,Doctorate,45-54,Female,Yes,Employed
1168,9,2024-10-01,Skills training,Bachelor,45-54,Male,Yes,Employed
1169,2,2024-10-01,Language course,Bachelor,18-24,Female,No,Still unemployed
1170,10,2025-08-01,Job placement,Bachelor,55+,Male,Yes,Still unemployed
1171,6,2023-02-01,Language course,Bachelor,35-44,Male,Yes,Employed
1172,9,2025-11-01,Employer matching,Master,45-54,Male,Yes,Employed
1173,10,2024-11-01,Skills training,Master,35-44,Male,Yes,Still unemployed
1174,1,2024-04-01,CV workshop,Master,25-34,Female,Yes,Still unemployed
1175,6,2022-07-01,Employer matching,Upper secondary,25-34,Female,Yes,Employed
1176,4,2024-12-01,Employer matching,Upper secondary,25-34,Female,Yes,Still unemployed
1177,2,2025-10-01,CV workshop,Upper secondary,35-44,Male,Yes,Employed
1178,4,2025-12-01,Job placement,Bachelor,18-24,Male,No,Still unemployed
1179,7,2023-01-01,Language course,Master,25-34,Female,Yes,Employed
1180,7,2025-05-01,Employer matching,Bachelor,35-44,Female,No,Employed
1181,1,2025-10-01,Skills training,Upper secondary,25-34,Female,Yes,Still unemployed
1182,6,2024-04-01,CV workshop,Bachelor,35-44,Male,No,Training
1183,7,2022-04-01,Language course,Lower secondary,25-34,Male,No,Still unemployed
1184,10,2022-08-01,CV workshop,Bachelor,25-34,Male,Yes,Still unemployed
1185,3,2024-10-01,Employer matching,Bachelor,35-44,Female,Yes,Employed
1186,7,2023-06-01,Job placement,Bachelor,25-34,Male,Yes,Employed
1187,8,2024-01-01,Job placement,Master,25-34,Female,No,Employed
1188,6,2025-07-01,Language course,Bachelor,25-34,Male,No,Employed
1189,3,2024-06-01,Job placement,Bachelor,25-34,Male,Yes,Employed
1190,9,2022-04-01,Job placement,Bachelor,18-24,Female,Yes,Employed
1191,2,2023-09-01,Skills training,Doctorate,35-44,Female,No,Training
1192,8,2025-07-01,Job placement,Master,35-44,Male,Yes,Employed
1193,10,2025-04-01,Skills training,Upper secondary,18-24,Male,No,Training
1194,2,2024-07-01,CV workshop,Bachelor,25-34,Female,No,Employed
1195,7,2023-11-01,Job placement,Upper secondary,45-54,Female,Yes,Still unemployed
1196,5,2025-03-01,Skills training,Lower secondary,25-34,Female,Yes,Still unemployed
1197,8,2024-02-01,Employer matching,Master,55+,Female,No,Still unemployed
1198,10,2023-08-01,Language course,Upper secondary,18-24,Female,Yes,Employed
1199,3,2022-08-01,Skills training,Upper secondary,35-44,Female,Yes,Employed
1200,8,2023-03-01,Employer matching,Bachelor,35-44,Female,No,Employed
1201,10,2025-03-01,CV workshop,Upper secondary,35-44,Female,Yes,Still unemployed
1202,1,2025-11-01,Job placement,Lower secondary,35-44,Female,Yes,Employed
1203,9,2024-05-01,Language course,Bachelor,35-44,Female,No,Employed
1204,1,2024-05-01,Skills training,Upper secondary,45-54,Male,No,Still unemployed
1205,2,2024-08-01,Language course,Lower secondary,25-34,Male,Yes,Employed
1206,8,2024-09-01,Employer matching,Master,35-44,Male,Yes,Employed
1207,9,2024-06-01,Skills training,Doctorate,25-34,Male,Yes,Employed
1208,8,2025-09-01,CV workshop,Lower secondary,25-34,Female,Yes,Training
1209,2,2025-07-01,Skills training,Bachelor,35-44,Female,Yes,Employed
1210,9,2023-11-01,CV workshop,Upper secondary,35-44,Male,No,Still unemployed
1211,3,2023-02-01,Skills training,Lower secondary,45-54,Male,Yes,Employed
1212,3,2022-04-01,Language course,Upper secondary,35-44,Female,Yes,Training
1213,8,2024-05-01,CV workshop,Master,35-44,Male,Yes,Still unemployed
1214,9,2022-12-01,CV workshop,Upper secondary,25-34,Male,Yes,Employed
1215,8,2022-10-01,CV workshop,Lower secondary,25-34,Male,No,Still unemployed
1216,10,2024-06-01,Employer matching,Bachelor,35-44,Male,No,Training
1217,3,2024-12-01,CV workshop,Master,25-34,Female,Yes,Employed
1218,6,2025-01-01,Job placement,Upper secondary,45-54,Male,No,Still unemployed
1219,6,2023-07-01,Skills training,Bachelor,45-54,Female,Yes,Still unemployed
1220,6,2024-01-01,Employer matching,Upper secondary,18-24,Male,Yes,Employed
1221,10,2023-11-01,Employer matching,Doctorate,18-24,Female,No,Training
1222,3,2024-07-01,Skills training,Doctorate,25-34,Male,Yes,Employed
1223,2,2023-06-01,Employer matching,Master,25-34,Male,No,Employed
1224,3,2024-09-01,Employer matching,Lower secondary,25-34,Female,Yes,Employed
1225,1,2022-10-01,Job placement,Upper secondary,25-34,Female,Yes,Employed
1226,1,2022-03-01,Language course,Upper secondary,45-54,Female,Yes,Employed
1227,4,2023-10-01,CV workshop,Lower secondary,25-34,Male,Yes,Employed
1228,3,2023-11-01,Skills training,Bachelor,55+,Female,Yes,Employed
1229,10,2024-03-01,Employer matching,Upper secondary,35-44,Male,Yes,Still unemployed
1230,2,2025-07-01,Language course,Doctorate,45-54,Male,Yes,Employed
1231,4,2023-04-01,Employer matching,Master,25-34,Female,Yes,Employed
1232,7,2022-03-01,CV workshop,Lower secondary,25-34,Male,No,Still unemployed
1233,7,2023-02-01,Skills training,Lower secondary,25-34,Male,Yes,Employed
1234,1,2024-09-01,Skills training,Doctorate,45-54,Male,Yes,Still unemployed
1235,6,2025-11-01,Job placement,Master,45-54,Female,Yes,Employed
1236,10,2024-03-01,Language course,Lower secondary,25-34,Male,Yes,Employed
1237,3,2023-02-01,Job placement,Master,25-34,Male,Yes,Employed
1238,10,2024-11-01,Employer matching,Bachelor,25-34,Male,No,Still unemployed
1239,9,2023-02-01,Skills training,Master,25-34,Female,Yes,Employed
1240,4,2025-07-01,CV workshop,Bachelor,55+,Male,Yes,Training
1241,4,2022-07-01,Skills training,Bachelor,35-44,Male,Yes,Still unemployed
1242,10,2025-07-01,CV workshop,Upper secondary,25-34,Male,Yes,Training
1243,6,2024-05-01,Language course,Bachelor,18-24,Female,Yes,Employed
1244,5,2025-04-01,Employer matching,Upper secondary,18-24,Male,Yes,Employed
1245,5,2024-07-01,Employer matching,Upper secondary,35-44,Female,Yes,Employed
1246,9,2023-09-01,Employer matching,Lower secondary,45-54,Male,Yes,Employed
1247,2,2024-09-01,Skills training,Bachelor,35-44,Male,Yes,Employed
1248,7,2022-09-01,Employer matching,Lower secondary,45-54,Male,Yes,Employed
1249,1,2023-04-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
1250,1,2024-11-01,Skills training,Lower secondary,45-54,Female,No,Employed
1251,2,2022-02-01,Skills training,Bachelor,35-44,Male,Yes,Training
1252,8,2025-01-01,Skills training,Bachelor,45-54,Male,Yes,Training
1253,9,2022-05-01,Job placement,Upper secondary,25-34,Female,Yes,Employed
1254,7,2022-08-01,Job placement,Bachelor,25-34,Male,Yes,Training
1255,5,2022-06-01,Skills training,Upper secondary,45-54,Female,Yes,Employed
1256,9,2024-12-01,Skills training,Master,25-34,Female,Yes,Still unemployed
1257,3,2022-01-01,Skills training,Upper secondary,25-34,Female,Yes,Employed
1258,8,2024-12-01,Skills training,Bachelor,35-44,Male,No,Still unemployed
1259,7,2025-04-01,Skills training,Doctorate,35-44,Female,No,Still unemployed
1260,8,2024-03-01,Job placement,Upper secondary,18-24,Female,No,Still unemployed
1261,3,2022-06-01,Language course,Bachelor,35-44,Male,Yes,Employed
1262,7,2025-06-01,Employer matching,Lower secondary,25-34,Female,Yes,Still unemployed
1263,2,2022-11-01,Language course,Doctorate,18-24,Male,Yes,Employed
1264,9,2025-08-01,CV workshop,Upper secondary,55+,Female,No,Training
1265,1,2024-06-01,Employer matching,Upper secondary,25-34,Male,Yes,Still unemployed
1266,8,2022-09-01,Skills training,Upper secondary,25-34,Female,Yes,Employed
1267,6,2022-05-01,Employer matching,Doctorate,18-24,Female,Yes,Employed
1268,8,2022-09-01,Skills training,Upper secondary,55+,Male,Yes,Employed
